サイト,市町,種別,種別根拠,所在地,価格(万円),土地面積(㎡),坪単価(万円/坪),種別上限(万円),地目,都市計画,接道,再建築可否,再建築理由,属人性,検出日,フラグ,詳細URL,判定
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市下香貫馬場465-1,1320,216.1,20.2,1500,宅地,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/168184/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市松長,900,168.6,17.6,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/169456/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,空き家,掲載に空き家表記,沼津市足高３２２番地２２１,3480,175.6,65.5,3000,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/48565/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市青野,880,186.0,15.6,1500,宅地,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/162011/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市千本常盤町,420,92.4,15.0,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/166570/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市今沢54,1050,160.5,21.6,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/145221/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市下香貫2994-22,880,117.4,24.8,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/146198/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市今沢527-12,1590,152.0,34.6,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/125289/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市下香貫2994-21,750,123.3,20.1,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/146197/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市我入道秋葉町,1980,208.3,31.4,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/172561/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,中古戸建,中古戸建/住宅カテゴリ,沼津市志下,1280,75.5,56.0,3000,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,注意:管理費,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/170756/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,空き家,掲載に空き家表記,沼津市大岡,5820,328.6,58.6,3000,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/158384/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,空き家,掲載に空き家表記,沼津市岡一色,3880,141.2,90.8,3000,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/172532/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市西間門,700,446.0,5.2,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/172501/settle/1,適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市本郷町,1300,158.9,27.0,1500,宅地,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/169715/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市西沢田,880,126.1,23.1,1500,宅地,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/172509/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市下香貫2979-2,4000,1536.0,8.6,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/150640/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市大岡1140-27,2480,172.6,47.5,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/144565/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,空き家,掲載に空き家表記,沼津市上香貫,1100,56.3,64.6,3000,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,注意:管理費,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/151516/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市足高489-1,800,807.1,3.3,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/150098/settle/1,適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市八幡町34,720,83.5,28.5,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/148208/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市大岡926-7,695,69.4,33.1,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/148255/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市戸田1586-1,500,221.5,7.5,1500,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,関心:無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/137794/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市戸田3844-42,35,112.0,1.0,1500,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,関心:無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/133131/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,空き家,掲載に空き家表記,沼津市岡一色270-1,1650,70.7,77.2,3000,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,注意:管理費,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/172379/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市西椎路1030-8,2200,7543.0,1.0,1500,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/162418/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市千本常盤町,900,170.1,17.5,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/169588/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市上香貫宮原町1502-1,3980,707.4,18.6,1500,宅地,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/135222/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市下河原町10-6,1500,182.4,27.2,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/143010/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市吉田町27-6,1100,134.0,27.1,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/150430/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市吉田町27-3,1180,144.6,27.0,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/49747/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市青野68-27,650,168.1,12.8,1500,宅地,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/157736/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市今沢642-3,1560,467.7,11.0,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/112484/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市若葉町969番1,2700,194.0,46.0,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/145532/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市足高441-1759、-1760,1200,1850.3,2.1,1500,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/153918/settle/1,適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市五月町,3800,305.6,41.1,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/163940/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市内浦重寺197-20,1380,162.3,28.1,1500,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/113201/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市足高56-52,150,170.0,2.9,1500,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/94136/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市原,1140,139.8,27.0,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/168517/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市西島町,1250,312.9,13.2,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/169111/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,空き家,掲載に空き家表記,沼津市足高287-21,2880,165.8,57.4,3000,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/169170/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,空き家,掲載に空き家表記,沼津市新沢田町,1680,70.8,78.4,3000,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,注意:管理費,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/171794/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市平町１３番3,1800,137.1,43.4,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/154153/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市五月町,2300,144.5,52.6,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/172420/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,空き家,掲載に空き家表記,沼津市青野,830,311.4,8.8,3000,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/171325/settle/1,不適合
空き家バンクしずおか 清水町,清水町,古家付き土地,土地＋古家/上物の表記,駿東郡清水町徳倉,1280,132.0,32.1,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/166499/settle/1,不適合
空き家バンクしずおか 清水町,清水町,更地,土地カテゴリ（建物表記なし）,駿東郡清水町伏見,3180,178.6,58.9,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/170238/settle/1,不適合
空き家バンクしずおか 清水町,清水町,更地,土地カテゴリ（建物表記なし）,駿東郡清水町長沢,3590,175.5,67.6,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/170890/settle/1,不適合
空き家バンクしずおか 清水町,清水町,更地,土地カテゴリ（建物表記なし）,駿東郡清水町徳倉,4800,668.5,23.7,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/171406/settle/1,不適合
空き家バンクしずおか 清水町,清水町,古家付き土地,土地＋古家/上物の表記,駿東郡清水町湯川,1980,171.6,38.1,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/155355/settle/1,不適合
空き家バンクしずおか 清水町,清水町,空き家,掲載に空き家表記,駿東郡清水町堂庭,2250,165.3,45.0,3000,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/160910/settle/1,不適合
空き家バンクしずおか 清水町,清水町,古家付き土地,土地＋古家/上物の表記,駿東郡清水町伏見,1780,181.9,32.3,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/163058/settle/1,不適合
空き家バンクしずおか 清水町,清水町,空き家,掲載に空き家表記,駿東郡清水町徳倉67-10,2650,128.4,68.2,3000,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/173613/settle/1,不適合
空き家バンクしずおか 清水町,清水町,空き家,掲載に空き家表記,駿東郡清水町徳倉,1980,567.1,11.5,3000,畑,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/173391/settle/1,適合
空き家バンクしずおか 清水町,清水町,空き家,掲載に空き家表記,駿東郡清水町長沢970-3,3650,118.3,102.0,3000,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/172933/settle/1,不適合
空き家バンクしずおか 清水町,清水町,更地,土地カテゴリ（建物表記なし）,駿東郡清水町徳倉891-1,1490,133.5,36.9,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/158257/settle/1,不適合
空き家バンクしずおか 清水町,清水町,更地,土地カテゴリ（建物表記なし）,駿東郡清水町徳倉891-1,1490,133.7,36.8,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/158258/settle/1,不適合
空き家バンクしずおか 清水町,清水町,古家付き土地,土地＋古家/上物の表記,駿東郡清水町堂庭,3080,198.4,51.3,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/170814/settle/1,不適合
空き家バンクしずおか 清水町,清水町,古家付き土地,土地＋古家/上物の表記,駿東郡清水町中徳倉,2180,231.1,31.2,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/170092/settle/1,不適合
空き家バンクしずおか 清水町,清水町,更地,土地カテゴリ（建物表記なし）,駿東郡清水町徳倉,1520,165.3,30.4,1500,宅地,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/172442/settle/1,不適合
空き家バンクしずおか 清水町,清水町,空き家,掲載に空き家表記,駿東郡清水町伏見,3200,257.4,41.1,3000,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/172416/settle/1,不適合
空き家バンクしずおか 清水町,清水町,更地,土地カテゴリ（建物表記なし）,駿東郡清水町伏見,2700,205.3,43.5,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/149269/settle/1,不適合
空き家バンクしずおか 清水町,清水町,更地,土地カテゴリ（建物表記なし）,駿東郡清水町徳倉2403-1,2400,242.7,32.7,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/138257/settle/1,不適合
空き家バンクしずおか 清水町,清水町,空き家,掲載に空き家表記,駿東郡清水町長沢989-5,249,105.8,7.8,3000,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/171451/settle/1,不適合
空き家バンクしずおか 長泉町,長泉町,空き家,掲載に空き家表記,駿東郡長泉町下土狩,4490,125.9,117.9,3000,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/170062/settle/1,不適合
空き家バンクしずおか 長泉町,長泉町,空き家,掲載に空き家表記,駿東郡長泉町竹原,4980,183.9,89.5,3000,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/166983/settle/1,不適合
空き家バンクしずおか 長泉町,長泉町,更地,土地カテゴリ（建物表記なし）,駿東郡長泉町上土狩,2140,186.6,37.9,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/169624/settle/1,不適合
空き家バンクしずおか 長泉町,長泉町,空き家,掲載に空き家表記,駿東郡長泉町下土狩,2250,70.8,105.1,3000,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,注意:管理費,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/167157/settle/1,不適合
空き家バンクしずおか 長泉町,長泉町,空き家,掲載に空き家表記,駿東郡長泉町下土狩,2290,72.0,105.1,3000,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,注意:管理費,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/173653/settle/1,不適合
空き家バンクしずおか 長泉町,長泉町,古家付き土地,土地＋古家/上物の表記,駿東郡長泉町納米里,2880,165.3,57.6,1500,宅地,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/174003/settle/1,不適合
空き家バンクしずおか 長泉町,長泉町,空き家,掲載に空き家表記,駿東郡長泉町下土狩,2400,224.0,35.4,3000,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/163134/settle/1,不適合
空き家バンクしずおか 長泉町,長泉町,更地,土地カテゴリ（建物表記なし）,駿東郡長泉町東野,750,818.0,3.0,1500,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/160566/settle/1,適合
空き家バンクしずおか 長泉町,長泉町,空き家,掲載に空き家表記,駿東郡長泉町下土狩,4500,55.5,268.0,3000,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,注意:管理費,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/173457/settle/1,不適合
空き家バンクしずおか 長泉町,長泉町,古家付き土地,土地＋古家/上物の表記,駿東郡長泉町竹原148-19,2356,162.3,48.0,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/163542/settle/1,不適合
空き家バンクしずおか 長泉町,長泉町,空き家,掲載に空き家表記,駿東郡長泉町東野,2700,883.9,10.1,3000,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/164970/settle/1,適合
空き家バンクしずおか 長泉町,長泉町,古家付き土地,土地＋古家/上物の表記,駿東郡長泉町本宿,1580,138.5,37.7,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/139461/settle/1,不適合
空き家バンクしずおか 長泉町,長泉町,空き家,掲載に空き家表記,駿東郡長泉町中土狩370-17,5250,91.1,190.5,3000,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,注意:管理費,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/164962/settle/1,不適合
空き家バンクしずおか 長泉町,長泉町,更地,土地カテゴリ（建物表記なし）,駿東郡長泉町下土狩,1250,73.6,56.1,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/171596/settle/1,不適合
空き家バンクしずおか 長泉町,長泉町,古家付き土地,土地＋古家/上物の表記,駿東郡長泉町下土狩,7400,442.8,55.2,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/165826/settle/1,不適合
